Date, Open, High, Low, Close, Volume
06/18/18, 202.53, 204.57, 200.25, 204.17, 2842825
06/15/18, 202.55, 205.06, 200.11, 204.97, 5449476
06/14/18, 205.76, 206.2715, 203.50, 203.63, 2221453
06/13/18, 205.14, 205.66, 203.73, 204.89, 2097873
06/12/18, 205.67, 205.95, 203.95, 204.92, 1806066
06/11/18, 206.59, 206.79, 205.00, 205.12, 2302892
06/08/18, 204.98, 206.75, 204.41, 206.59, 2170219
06/07/18, 204.18, 205.89, 203.76, 205.07, 2279213
06/06/18, 201.84, 204.05, 201.5528, 203.86, 2297660
06/05/18, 201.08, 202.10, 200.89, 201.20, 2246119
06/04/18, 200.73, 201.69, 200.07, 201.06, 2408362
06/01/18, 198.75, 200.42, 198.28, 199.59, 1827016
05/31/18, 198.11, 198.45, 196.26, 197.23, 5253129
05/30/18, 197.09, 199.38, 196.70, 198.68, 2143060
05/29/18, 198.00, 198.51, 195.10, 195.74, 2346792
05/25/18, 198.33, 199.41, 197.93, 199.03, 1686498
05/24/18, 198.83, 200.18, 196.931, 199.41, 2055003
05/23/18, 197.74, 198.80, 196.56, 198.67, 2737706
05/22/18, 201.96, 202.11, 198.73, 198.97, 2313924
05/21/18, 200.50, 202.9273, 200.00, 201.76, 2126485
05/18/18, 200.28, 200.76, 198.45, 198.96, 2925657
05/17/18, 199.27, 201.40, 198.69, 200.36, 2265781
05/16/18, 200.52, 201.04, 199.05, 200.21, 2913530
05/15/18, 204.96, 205.57, 201.64, 202.41, 2259183
05/14/18, 205.67, 206.04, 204.67, 205.76, 3385944
05/11/18, 204.74, 205.37, 203.66, 205.16, 3155722
05/10/18, 202.61, 205.68, 202.391, 205.03, 2700843
05/09/18, 202.03, 204.73, 201.37, 203.42, 3361255
05/08/18, 200.00, 202.11, 199.56, 201.74, 3273549
05/07/18, 200.06, 201.00, 199.58, 200.26, 2863388
05/04/18, 195.07, 199.9299, 194.0621, 199.36, 3071746
05/03/18, 194.52, 196.70, 192.35, 195.68, 3425892
05/02/18, 195.15, 196.41, 194.019, 194.50, 4017614
05/01/18, 194.03, 195.5399, 191.44, 195.02, 4710476
04/30/18, 196.96, 198.34, 194.18, 194.39, 4008740
04/27/18, 196.77, 197.11, 194.40, 196.12, 3354762
04/26/18, 198.68, 199.6275, 196.17, 197.09, 4124297
04/25/18, 201.10, 201.75, 197.01, 198.84, 6205385
04/24/18, 206.50, 206.50, 196.89, 201.13, 11671410
